actor/clip_fraction,actor/entropy,actor/iterations,actor/kl,actor/loss,actor/std,actor/stop,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.14028178,5.5930295,13.8,0.009851491,-0.018844903,0.4882917,0.07246376811594203,80.0,0.3574314,88.480156,2.6790862,-0.026715882,-2.4548244,5000,0.63107693,1000,1000.0,1000,5,0.0,898.7467886507511,877.5866777007002,831.8167810607702,5,23.577484468016916,2.7214823,-0.013328698,-2.7917426,20000,0.6250584,1000,1000.0,1000,20,0.0,915.5845187753439,880.0095730436035,828.0477392412722,20,21.59976422200189,499.0,77.86366558074951,20000.0,23.0,1824.9818060398102,460000.0,256.85921476762155,460000.0
0.18059266,5.3799853,42.4,0.008306081,-0.03093587,0.47579,0.014150943396226415,80.0,0.4102056,89.50412,2.581366,-0.014208603,-3.0042386,5000,0.60025287,1000,1000.0,1000,5,0.0,914.5997302681208,901.3130991581827,890.0866973549128,5,7.826409491832111,2.6726327,-0.034664243,-2.664366,20000,0.616316,1000,1000.0,1000,20,0.0,910.892152145505,884.3838666994474,844.2610286176205,20,18.606751157998556,519.0,79.05552816390991,20000.0,24.0,1904.1238791942596,480000.0,252.98673558328477,480000.0
0.097373046,5.2370477,10.0,0.008601811,-0.011347831,0.4676864,0.1,80.0,0.33489177,89.99344,2.7595923,-0.048461113,-2.7363052,5000,0.6079973,1000,1000.0,1000,5,0.0,904.4505026191473,894.5029714018107,875.747601620853,5,10.367813260689157,2.8037677,-0.027155502,-2.6042619,20000,0.61625206,1000,1000.0,1000,20,0.0,922.6147381770425,891.9115731263475,827.6797280460596,20,22.580633591565565,539.0,78.28576803207397,20000.0,25.0,1982.4886722564697,500000.0,255.47427716115558,500000.0
0.14816463,5.121979,17.0,0.010592406,-0.021544363,0.46108633,0.058823529411764705,80.0,0.39183322,89.79504,2.4025173,-0.034404125,-2.7038803,5000,0.5861532,1000,1000.0,1000,5,0.0,917.776817932725,904.0886297538876,896.0306878983974,5,7.653865533911546,2.6066058,-0.03580136,-2.6368206,20000,0.60114187,1000,1000.0,1000,20,0.0,919.1547840312123,885.2427019460126,838.9543519504368,20,16.730945192110983,559.0,77.12034106254578,20000.0,26.0,2059.684586048126,520000.0,259.33495267843404,520000.0
0.15716268,5.0096345,21.4,0.008498696,-0.02453865,0.45457602,0.037383177570093455,80.0,0.39579773,90.02117,2.0376847,-0.10045226,-2.5977693,5000,0.6002367,1000,1000.0,1000,5,0.0,907.6447153091431,880.6329776320606,850.4018990267068,5,19.386810605813096,2.634535,-0.05372178,-2.6316507,20000,0.5918199,1000,1000.0,1000,20,0.0,918.2819868922234,899.2524506121408,866.56184245646,20,13.975195863089843,579.0,79.68650984764099,20000.0,27.0,2139.445058822632,540000.0,250.98351073775973,540000.0
0.15809216,4.9017515,19.8,0.009712579,-0.026486142,0.44854608,0.050505050505050504,80.0,0.2741709,91.0936,2.4269247,-0.05936975,-2.5937285,5000,0.58760345,1000,1000.0,1000,5,0.0,920.5267194770277,909.5796196002514,886.4194273483008,5,12.473549206868515,2.475038,-0.0192631,-2.6303916,20000,0.5923358,1000,1000.0,1000,20,0.0,925.1563482582569,904.6278812139877,873.8619962781668,20,14.20730311379906,599.0,77.45862102508545,20000.0,28.0,2216.9904034137726,560000.0,258.20237612444555,560000.0
0.17938808,4.7610054,21.2,0.010762088,-0.026585983,0.4408236,0.03773584905660377,80.0,0.29553455,91.50834,2.1785977,-0.049653575,-2.4084892,5000,0.5710943,1000,1000.0,1000,5,0.0,923.1151928380132,913.4148152880371,893.585130982101,5,10.252279147423287,2.7346182,-0.032876056,-2.3965364,20000,0.5866343,1000,1000.0,1000,20,0.0,930.1135354340076,907.9087020622101,878.5076689273119,20,13.09852582919604,619.0,78.40669202804565,20000.0,29.0,2295.4694933891296,580000.0,255.08026780221905,580000.0
0.16888882,4.6379933,24.2,0.0100138225,-0.025767574,0.4341825,0.03305785123966942,80.0,0.29574916,91.938194,2.6199064,-0.033858214,-2.5813947,5000,0.58367753,1000,1000.0,1000,5,0.0,921.0380950644612,915.8798577644862,910.211196526885,5,3.744094771505415,2.5279756,0.0074321562,-2.5232687,20000,0.5939882,1000,1000.0,1000,20,0.0,929.083148194477,911.8596953497123,886.8926490694284,20,10.203917202796045,639.0,77.62471795082092,20000.0,30.0,2373.183158636093,600000.0,257.6498894678237,600000.0
0.08164535,4.5463457,6.2,0.0071601267,-0.006912813,0.4291816,0.16129032258064516,80.0,0.327534,91.8862,2.3033128,-0.00060672057,-2.6618788,5000,0.5850479,1000,1000.0,1000,5,0.0,933.0790693163872,921.2870382510125,891.1205693744123,5,15.508041412625655,2.496623,-0.04228529,-2.4034717,20000,0.57488614,1000,1000.0,1000,20,0.0,947.6266552507877,916.1903793188743,836.1408764570951,20,21.8103996868901,659.0,78.53522753715515,20000.0,31.0,2451.801768541336,620000.0,254.66278798947855,620000.0
0.18055701,4.387693,37.4,0.011131757,-0.029846497,0.42083463,0.016042780748663103,80.0,0.3177171,92.825264,2.1609674,-0.03610645,-2.2502556,5000,0.5618845,1000,1000.0,1000,5,0.0,953.8927330225706,933.6438065752387,911.4355890080333,5,13.935719456843463,2.6254969,-0.044046935,-2.308583,20000,0.57701653,1000,1000.0,1000,20,0.0,949.5728409290314,922.7475991349668,843.7213272452354,20,21.941334131448077,679.0,77.8890323638916,20000.0,32.0,2529.768872976303,640000.0,256.77556124412394,640000.0
0.121308595,4.267047,10.0,0.008147696,-0.01217891,0.41466892,0.1,80.0,0.31251577,93.11335,2.453342,-0.014634021,-2.3001823,5000,0.57420504,1000,1000.0,1000,5,0.0,979.206999938935,931.8633880897426,886.5941660474055,5,30.244673794206378,2.569456,-0.05203067,-2.3429673,20000,0.56971574,1000,1000.0,1000,20,0.0,962.7444380819798,924.512624927255,888.3636051267385,20,20.538369251987508,699.0,78.07868671417236,20000.0,33.0,2607.9328076839447,660000.0,256.15184939284745,660000.0
0.18850946,4.149358,28.2,0.010544347,-0.02898278,0.4086833,0.028368794326241134,80.0,0.33836964,94.22816,2.2208986,-0.061605815,-2.1752882,5000,0.5718962,1000,1000.0,1000,5,0.0,956.5686063896865,932.0941114272922,907.3760519623756,5,15.828896510589177,2.4120586,-0.039048582,-2.5983636,20000,0.5681571,1000,1000.0,1000,20,0.0,978.0536085665226,934.1213434361853,896.9082450401038,20,25.188171616548843,719.0,78.45083332061768,20000.0,34.0,2686.4632346630096,680000.0,254.93674386176082,680000.0
0.10986328,4.0554514,8.25,0.008108511,-0.010960526,0.404059,0.12121212121212122,80.0,0.4077963,95.02688,2.3317432,0.009124234,-2.1889873,5000,0.5782648,1000,1000.0,1000,5,0.0,983.8460671305656,958.6599862549454,912.8016193732619,5,28.373235688159937,2.5591881,0.0006115574,-2.2940235,20000,0.57251763,1000,1000.0,1000,20,0.0,987.9449982270598,942.1336720310617,881.6818868555129,20,32.78042751432099,739.0,76.1350827217102,20000.0,35.0,2762.680060148239,700000.0,262.69098666516487,700000.0
0.18176492,3.9690533,22.0,0.008987243,-0.030278826,0.39980733,0.03636363636363636,80.0,0.38218644,94.86957,2.2409132,-0.026623532,-2.1692176,5000,0.56091946,1000,1000.0,1000,5,0.0,982.901925124228,953.5812854539603,913.2590835504234,5,23.390485112133597,2.6677234,-0.0011590173,-2.3358345,20000,0.56449705,1000,1000.0,1000,20,0.0,999.9738269895315,938.740854733903,896.3555561006069,20,31.401963798347968,759.0,78.68308782577515,20000.0,36.0,2841.44384431839,720000.0,254.1842288178269,720000.0
0.19926505,3.7736866,46.4,0.009673683,-0.035547916,0.39036506,0.01293103448275862,80.0,0.3196978,94.79273,2.2461586,-0.017358312,-2.1568444,5000,0.54317623,1000,1000.0,1000,5,0.0,1011.1642660573125,967.5521766468883,925.9866903573275,5,27.22215937196089,2.6251457,-0.011509581,-2.3747113,20000,0.5529916,1000,1000.0,1000,20,0.0,1022.0014252960682,950.178352670325,884.8134850536007,20,35.864690060638196,779.0,78.56219458580017,20000.0,37.0,2920.0902688503265,740000.0,254.57537312246782,740000.0
0.16278416,3.5778618,14.4,0.010979529,-0.02060342,0.3811243,0.06944444444444445,80.0,0.562702,98.12883,2.578669,0.024350313,-2.0977893,5000,0.5705147,1000,1000.0,1000,5,0.0,1023.6566752493382,983.1186783730984,955.7207007855177,5,22.78558133227615,2.826167,0.025012081,-2.2086449,20000,0.5535044,1000,1000.0,1000,20,0.0,1025.046478871256,972.3353327250188,886.2133816555142,20,39.80252213222385,799.0,78.19029092788696,20000.0,38.0,2998.3649990558624,760000.0,255.78623333740404,760000.0
0.10491388,3.5057747,6.6,0.007547485,-0.00819001,0.37769416,0.15151515151515152,80.0,0.4912261,97.5684,2.4797313,0.03503785,-2.0219939,5000,0.5551251,1000,1000.0,1000,5,0.0,1039.8253267258406,1024.2840374149382,1005.1907778084278,5,11.062955715367073,2.4211502,-0.0076167267,-2.279244,20000,0.5384692,1000,1000.0,1000,20,0.0,1062.0695727169514,979.1547175358457,907.2293659681454,20,44.17780350661564,819.0,79.11026763916016,20000.0,39.0,3077.5565729141235,780000.0,252.81168420797826,780000.0
0.10170611,3.45443,6.8,0.007624657,-0.008741405,0.37522838,0.14705882352941177,80.0,0.6348554,99.35785,2.428074,0.021401515,-2.1385388,5000,0.54577875,1000,1000.0,1000,5,0.0,1031.1368063092232,991.2549573235214,934.0535514727235,5,31.901551768519465,2.342669,-0.011962318,-2.3640254,20000,0.53811336,1000,1000.0,1000,20,0.0,1068.7024950683117,993.2216637718724,896.6339839100838,20,59.66980638742734,839.0,77.01913380622864,20000.0,40.0,3154.6449596881866,800000.0,259.6757326603766,800000.0
0.106147766,3.4121752,6.4,0.007489682,-0.008149504,0.37321323,0.15625,80.0,0.9486344,101.30779,2.2710586,0.021737846,-1.9866339,5000,0.5582127,1000,1000.0,1000,5,0.0,1080.6335880160332,1018.997221038118,877.7036963868886,5,76.1129562536125,2.523676,0.0014646896,-2.2876756,20000,0.539703,1000,1000.0,1000,20,0.0,1088.5842019841075,1008.894232997665,899.4921071603894,20,62.388460112870014,859.0,78.04128527641296,20000.0,41.0,3232.757199048996,820000.0,256.2746106648856,820000.0
0.09732259,3.3714864,6.0,0.0077491403,-0.007404289,0.3713579,0.16666666666666666,80.0,1.386448,104.162605,2.2645,0.008522482,-2.150163,5000,0.5474421,1000,1000.0,1000,5,0.0,1066.291077375412,993.5087727900594,902.63167411834,5,61.65946137800718,2.6567335,0.03664502,-2.205088,20000,0.56303096,1000,1000.0,1000,20,0.0,1151.7284950241446,1034.0997361289337,911.1363835930824,20,74.4155724169868,879.0,76.9731867313385,20000.0,42.0,3309.811740875244,840000.0,259.830739109276,840000.0
0.19171488,3.3206694,26.5,0.011684172,-0.032198366,0.36913294,0.03773584905660377,80.0,1.3158426,104.287674,2.3511121,-0.005801278,-2.0299377,5000,0.53428763,1000,1000.0,1000,5,0.0,1093.7639582008123,962.6923300776631,880.5920272022486,5,97.64634798635797,2.410212,0.008449094,-2.2071662,20000,0.55224377,1000,1000.0,1000,20,0.0,1172.8422539159656,1054.8457838159986,875.0743531957269,20,87.91154671678633,899.0,78.57604241371155,20000.0,43.0,3388.46568274498,860000.0,254.5305080993745,860000.0
0.102423415,3.2691438,7.6,0.008292664,-0.009046473,0.36687833,0.13157894736842105,80.0,1.6311514,105.02605,2.3022509,-0.005508309,-2.1486197,5000,0.5402699,1000,1000.0,1000,5,0.0,1125.839169960469,1008.2787906741723,938.0018212348223,5,71.19360791604367,2.6646981,0.01969555,-2.311153,20000,0.54940474,1000,1000.0,1000,20,0.0,1193.3530727028847,1040.9699628524017,847.8470644652843,20,83.57670349237277,919.0,78.05195307731628,20000.0,44.0,3466.5967121124268,880000.0,256.2395841675929,880000.0
0.13690545,3.22329,10.2,0.009551297,-0.012384823,0.3647753,0.09803921568627451,80.0,2.1280572,109.772995,2.2807097,0.021138342,-2.0322216,5000,0.54768634,1000,1000.0,1000,5,0.0,1234.2689310386777,1101.3444329563529,955.7303661331534,5,101.40594293423999,2.326967,0.007200949,-2.2062657,20000,0.56368774,1000,1000.0,1000,20,0.0,1215.8820688277483,1083.7464558346662,868.78227128461,20,104.0976090084842,939.0,77.79661798477173,20000.0,45.0,3544.4623625278473,900000.0,257.0805841960237,900000.0
0.21011828,3.1096673,36.0,0.011806735,-0.037767924,0.3595016,0.016666666666666666,80.0,2.3625996,115.392265,2.248112,0.015011145,-1.9494009,5000,0.5512134,1000,1000.0,1000,5,0.0,1237.6085667610168,1095.4540632561316,941.9710296767298,5,100.51910503938635,2.39398,0.017220458,-2.3466678,20000,0.56178147,1000,1000.0,1000,20,0.0,1270.2332634329796,1167.3650029986397,906.5485768467188,20,95.16085964791382,959.0,80.36771893501282,20000.0,46.0,3624.9134109020233,920000.0,248.85613608335032,920000.0
0.11503642,3.0479178,7.4,0.008177943,-0.010542311,0.35667852,0.13513513513513514,80.0,2.534658,114.82962,2.0694945,0.0058883424,-2.0408018,5000,0.5763598,1000,1000.0,1000,5,0.0,1317.3609245419502,1249.8661286354065,1179.5387401208282,5,48.22852029417849,2.2669244,0.021429537,-2.169225,20000,0.57179177,1000,1000.0,1000,20,0.0,1288.864033833146,1165.1117499826942,928.5343912094831,20,102.24962515975963,979.0,79.46451306343079,20000.0,47.0,3704.45871257782,940000.0,251.68467318280102,940000.0
0.11880154,3.0153272,7.2,0.008540699,-0.010439665,0.3553095,0.1388888888888889,80.0,2.457858,121.18643,2.2959142,-0.004474029,-2.0586543,5000,0.5802881,1000,1000.0,1000,5,0.0,1325.4907054305077,1184.469858042011,880.2600332621951,5,159.21842058273148,2.5818286,0.01135602,-2.4268405,20000,0.5748164,1000,1000.0,1000,20,0.0,1350.5383689552546,1187.8416880521459,904.7849779427052,20,128.81198576570034,999.0,81.41062498092651,20000.0,48.0,3786.008271932602,960000.0,245.66817911895097,960000.0
0.21413206,2.9480083,21.2,0.010387232,-0.03692841,0.35232228,0.03773584905660377,80.0,2.831608,122.17857,2.18864,0.02065663,-2.2688036,5000,0.58169705,1000,1000.0,1000,5,0.0,1430.632498189807,1254.495735064149,1032.9963158518076,5,132.14276587442887,2.6334057,0.01590423,-2.2345798,20000,0.57837856,1000,1000.0,1000,20,0.0,1398.8039670139551,1227.4731188925914,836.8725130558014,20,160.3873806928237,1019.0,79.72855854034424,20000.0,49.0,3865.829619884491,980000.0,250.85114250346822,980000.0
0.12034153,2.919191,7.4,0.008516988,-0.010095907,0.35105485,0.13513513513513514,80.0,3.1256342,129.80818,2.1606498,0.009363148,-2.122054,5000,0.57477134,1000,1000.0,1000,5,0.0,1419.0100465416908,1193.1412502419203,870.1591047849506,5,215.92432763149745,2.3301387,0.011469427,-2.1580431,20000,0.58470577,1000,1000.0,1000,20,0.0,1447.9722422510386,1287.1841008888732,884.3721004351974,20,147.244388008993,1039.0,78.09575128555298,20000.0,50.0,3944.0048542022705,1000000.0,256.09587808267645,1000000.0
