actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
16.307783,-0.036768235,2517.2595,-0.00038789245,0.16723049,0.020525966,12.459061,17.266771,17.254963,1.8463193,139.2191,39.068314,139.11354,1.0,-0.06581751,-1.0,5000,0.8728144,1000,1000.0,1000,5,0.0,2238.753564680461,1949.0962242865935,1513.6416507400572,5,312.14776975937326,4.286038,-0.06610892,-4.4388876,20000,1.1430215,1000,1000.0,1000,20,0.0,1844.1137963235378,1630.5941309623347,1323.7652956908569,20,191.01850129761337,931.0,158.7682614326477,20000.0,46.0,7300.430898427963,920000.0,125.96976133346621,920000.0
19.968904,-0.018829891,2509.9753,-0.00054988894,0.17858113,0.020629693,12.447597,17.261292,17.25016,1.9072143,139.62029,57.221786,139.41806,1.0,-0.06957304,-1.0,5000,0.88289946,1000,1000.0,1000,5,0.0,2185.905921745114,1929.146394232032,1545.3398198504,5,300.9164222207257,4.300896,-0.06682944,-4.224949,20000,1.1375477,1000,1000.0,1000,20,0.0,1848.4061476232018,1590.5429199368514,1318.6518028912724,20,184.41322971619593,951.0,159.14405012130737,20000.0,47.0,7459.736682891846,940000.0,125.67230747712543,940000.0
21.086285,-0.0018681074,2506.5742,-0.0011137733,0.1705584,0.021166367,12.43981,17.250639,17.23957,1.8476014,140.36835,41.498642,140.22198,1.0,-0.03128668,-1.0,5000,0.90034837,1000,1000.0,1000,5,0.0,2216.469494655794,2068.3354753678796,1590.0187701825052,5,240.51704110878674,4.4608455,-0.044565734,-4.3485856,20000,1.1455578,1000,1000.0,1000,20,0.0,1854.689001047751,1633.4841715450516,1337.2672725953162,20,183.42610640187394,971.0,158.7716360092163,20000.0,48.0,7618.778014183044,960000.0,125.96708393707708,960000.0
19.655436,0.01763928,2502.6843,-0.0004912307,0.1396042,0.020512704,12.443837,17.239923,17.229612,1.868382,140.94081,62.274513,140.84169,1.0,-0.037810225,-1.0,5000,0.9017575,1000,1000.0,1000,5,0.0,2183.880193505436,2040.0885801570025,1623.6984148928896,5,209.2231469766118,4.156788,-0.058343213,-4.085492,20000,1.146332,1000,1000.0,1000,20,0.0,1848.7953087445349,1594.826190206089,1204.075799365528,20,212.16212348164092,991.0,158.76930737495422,20000.0,49.0,7777.706997871399,980000.0,125.96893146839406,980000.0
16.51232,0.019840982,2497.4448,-0.0011884453,0.11225759,0.021168003,12.439559,17.229176,17.218832,1.8621483,141.3991,56.911686,141.27614,1.0,-0.10205282,-1.0,5000,0.88458365,1000,1000.0,1000,5,0.0,2200.157336785458,1803.1957179998049,1502.452963028103,5,291.5528930765101,4.71368,-0.037774105,-4.144248,20000,1.14341,1000,1000.0,1000,20,0.0,1802.3189090061933,1597.9896016184152,1281.0389118670137,20,178.11011500907645,1011.0,158.95668697357178,20000.0,50.0,7936.83096575737,1000000.0,125.8204381381276,1000000.0
11.124825,0.029608132,2476.3408,0.0018682678,0.059390467,0.017942458,12.426995,17.203894,17.194984,1.815983,142.06516,62.30499,141.99312,1.0,-0.052718725,-1.0,5000,0.89401585,1000,1000.0,1000,5,0.0,2302.583036812721,1977.6374774151948,1563.349087137729,5,334.9434528798943,3.9552372,-0.076692276,-3.914202,20000,1.1440806,1000,1000.0,1000,20,0.0,1858.016795635689,1539.6522898356257,1278.5548958363943,20,172.29906198459082,1031.0,158.83484554290771,20000.0,51.0,8095.829354524612,1020000.0,125.91695437886261,1020000.0
1.0224833,0.0048750388,2400.673,0.0029694312,0.003304828,0.016235953,12.398564,17.168068,17.15836,1.8438109,144.532,78.00436,144.36961,1.0,-0.014564605,-1.0,5000,0.8973784,1000,1000.0,1000,5,0.0,2328.353723026812,2227.5163971643897,2152.2192748337984,5,68.06125306815407,4.0229974,-0.09512089,-4.6356797,20000,1.1496023,1000,1000.0,1000,20,0.0,1870.764142004773,1507.5650719579335,1223.047863344662,20,204.453922503694,1051.0,159.4427580833435,20000.0,52.0,8255.436564207077,1040000.0,125.43686675029575,1040000.0
1.2174011e-06,3.579538e-09,2308.318,0.0039484734,6.1596688e-09,0.014518076,12.364032,17.12957,17.118734,1.8028582,146.5694,102.23038,146.39696,1.0,-0.08648583,-1.0,5000,0.8837101,1000,1000.0,1000,5,0.0,2351.910051809624,2006.6214797072112,1538.6026195138693,5,382.56034667158815,3.9098468,-0.05495614,-4.654887,20000,1.1505667,1000,1000.0,1000,20,0.0,1833.2278591245413,1584.9076815635958,1312.5784104561899,20,178.8943005479787,1071.0,158.65372896194458,20000.0,53.0,8414.253950119019,1060000.0,126.06069917711983,1060000.0
4.32105e-08,8.7517694e-11,2185.29,0.004767582,2.5816632e-10,0.012714737,12.33172,17.098873,17.087566,1.7819066,149.15822,48.323437,149.11496,1.0,-0.09756345,-1.0,5000,0.8742525,1000,1000.0,1000,5,0.0,2366.2537602391094,2052.0410441040995,1678.1992795141414,5,304.6682266096967,4.3646274,-0.062359136,-4.017274,20000,1.1419002,1000,1000.0,1000,20,0.0,1880.525709767826,1622.4923153011405,1358.4282254427671,20,173.49269855501146,1091.0,158.37165474891663,20000.0,54.0,8572.790699720383,1080000.0,126.28522466162345,1080000.0
3.4483335e-08,5.946201e-11,2045.5905,0.004998162,2.1640467e-10,0.011366562,12.325221,17.073122,17.061249,1.60555,151.36626,8.250149,151.57454,1.0,-0.055857398,-1.0,5000,0.8740469,1000,1000.0,1000,5,0.0,2381.8998471535742,2182.609667388699,1706.0343159786426,5,248.79867794423043,4.529913,-0.044488173,-3.9783773,20000,1.145865,1000,1000.0,1000,20,0.0,1887.3882830813527,1662.0983434172929,1279.7899668295868,20,187.3663387524007,1111.0,158.2761354446411,20000.0,55.0,8731.228103637695,1100000.0,126.36143752066292,1100000.0
3.17109e-08,5.0380266e-11,1901.7902,0.004962437,2.0330694e-10,0.010251887,12.322498,17.047234,17.035202,1.5612584,153.17932,8.082115,153.40387,1.0,-0.09518529,-1.0,5000,0.8788239,1000,1000.0,1000,5,0.0,2357.020845776424,2025.9439512457698,1743.5305312500568,5,268.1042288407173,3.9759395,-0.044249143,-4.3243723,20000,1.1459801,1000,1000.0,1000,20,0.0,1969.09695196338,1719.8969235607074,1463.617260560859,20,155.22028911888646,1131.0,158.74800777435303,20000.0,56.0,8890.141039848328,1120000.0,125.98583302178079,1120000.0
3.0426897e-08,4.5523287e-11,1766.1357,0.0047288267,1.9789186e-10,0.00940026,12.30798,17.020603,17.008423,1.5623194,155.37752,8.0292425,155.58435,1.0,-0.041259952,-1.0,5000,0.8759514,1000,1000.0,1000,5,0.0,2309.346794810146,2068.5544926004018,1779.6004489231855,5,193.25011778549208,4.403736,-0.037627973,-4.2867613,20000,1.1434559,1000,1000.0,1000,20,0.0,1910.7357004769146,1663.7051005930057,473.5121840983629,20,299.37934172583317,1151.0,158.52038741111755,20000.0,57.0,9048.910905122757,1140000.0,126.16673682565914,1140000.0
2.9615974e-08,4.34228e-11,1640.9105,0.0043490557,1.93505e-10,0.008778228,12.285803,16.988153,16.975859,1.5717429,157.48,8.117445,157.66699,1.0,-0.05358612,-1.0,5000,0.8739473,1000,1000.0,1000,5,0.0,2223.503028953448,1947.8607006989246,1708.4746896567813,5,185.40954802889854,4.292615,-0.057120357,-4.337135,20000,1.1487985,1000,1000.0,1000,20,0.0,1948.155939925462,1648.2674343257095,969.6368635836989,20,216.56788657917323,1171.0,158.31378602981567,20000.0,58.0,9207.388674736023,1160000.0,126.33138592385976,1160000.0
2.91595e-08,4.0441768e-11,1528.0673,0.0040104324,1.9283425e-10,0.008214107,12.258453,16.952147,16.939684,1.5807953,159.3896,8.100807,159.5531,1.0,-0.036791187,-1.0,5000,0.86911595,1000,1000.0,1000,5,0.0,2280.299538294901,2117.65859448018,1806.6628606831655,5,201.17875646230655,4.384046,-0.059097923,-4.3795033,20000,1.1440595,1000,1000.0,1000,20,0.0,1907.1866943016648,1732.382600628595,1516.0934032723308,20,140.27352281676804,1191.0,158.93250679969788,20000.0,59.0,9366.48143362999,1180000.0,125.83958060389708,1180000.0
2.8931469e-08,3.7867175e-11,1427.0205,0.003626193,1.9358463e-10,0.0077899727,12.231201,16.918621,16.90606,1.5798018,161.15092,8.146609,161.30759,1.0,-0.037893843,-1.0,5000,0.8703812,1000,1000.0,1000,5,0.0,2242.6018227357417,2097.794603747362,1903.6513268460985,5,119.89921668548726,4.3835363,-0.046755318,-4.184244,20000,1.133918,1000,1000.0,1000,20,0.0,1995.8574184440076,1778.2286524289289,1520.1767799034715,20,137.0215034617423,1211.0,158.75535035133362,20000.0,60.0,9525.402173042297,1200000.0,125.98000606429319,1200000.0
2.886718e-08,3.7504163e-11,1336.2972,0.0032805824,1.9343328e-10,0.0074097947,12.208183,16.885897,16.8733,1.5878723,162.93764,8.137853,163.08034,1.0,-0.05846272,-1.0,5000,0.8720786,1000,1000.0,1000,5,0.0,2255.560456737876,2090.1736103224566,1795.7489668950438,5,164.66355049380172,4.186369,-0.050305847,-4.1519628,20000,1.1341181,1000,1000.0,1000,20,0.0,2022.4551434877794,1759.4172825338173,1451.261930489156,20,167.20375607388317,1231.0,159.29004001617432,20000.0,61.0,9684.85891199112,1220000.0,125.55712835510117,1220000.0
2.8959402e-08,3.5421586e-11,1251.3779,0.002841826,1.9625364e-10,0.0071691964,12.181812,16.843346,16.830683,1.5927017,164.61266,8.129397,164.73914,1.0,-0.061102968,-1.0,5000,0.87795645,1000,1000.0,1000,5,0.0,2291.633981684223,2111.5719021573664,1909.1375063098967,5,153.73532306217544,4.87877,-0.054778412,-4.0054064,20000,1.128922,1000,1000.0,1000,20,0.0,1956.6758147567743,1726.5664784574358,694.4704567841254,20,275.02032363587,1251.0,157.84209489822388,20000.0,62.0,9842.867231607437,1240000.0,126.70891128818293,1240000.0
2.9220907e-08,3.4822093e-11,1170.6511,0.0024505076,1.989452e-10,0.006914702,12.1485815,16.804005,16.791353,1.5734447,166.04396,7.9715576,166.17496,1.0,-0.04631661,-1.0,5000,0.87895155,1000,1000.0,1000,5,0.0,2326.158845649101,2156.2964289950205,1940.874314502813,5,170.7449163109503,4.2104206,-0.04383921,-4.0454364,20000,1.1305145,1000,1000.0,1000,20,0.0,1999.873701560311,1826.5342044544668,1569.201712403912,20,141.0059728909106,1271.0,159.25572657585144,20000.0,63.0,10002.287493228912,1260000.0,125.58418105281922,1260000.0
2.9623687e-08,3.295508e-11,1093.8555,0.0020250177,2.040344e-10,0.006725827,12.123944,16.773157,16.760458,1.573528,167.19263,8.017901,167.31905,1.0,-0.060335968,-1.0,5000,0.88463783,1000,1000.0,1000,5,0.0,2152.3155761417,2040.4907466111704,1968.2452154597268,5,74.40129237180824,4.01919,-0.049667075,-4.426811,20000,1.1328229,1000,1000.0,1000,20,0.0,2026.4619194365805,1783.4334444161445,1468.0447712391615,20,165.36896348238062,1291.0,158.39604806900024,20000.0,64.0,10160.846134901047,1280000.0,126.26577647497639,1280000.0
3.0197487e-08,3.2356316e-11,1023.9728,0.0016318951,2.0922357e-10,0.0065598884,12.0958,16.735264,16.722425,1.5569524,168.30879,7.986361,168.44595,1.0,-0.049089164,-1.0,5000,0.88774264,1000,1000.0,1000,5,0.0,2318.7762676365674,2090.3318581564586,1914.9906306404155,5,149.89027654416802,4.3573475,-0.042527292,-4.376009,20000,1.1292167,1000,1000.0,1000,20,0.0,1954.1979483338073,1787.608332203744,1568.6697475798428,20,117.6372292603092,1311.0,158.73892903327942,20000.0,65.0,10319.746225118637,1300000.0,125.99303851802493,1300000.0
3.0892508e-08,3.1083903e-11,967.5563,0.0012877209,2.160562e-10,0.00645273,12.064627,16.693861,16.681114,1.5662012,169.49329,7.937216,169.6189,1.0,-0.056905877,-1.0,5000,0.8830675,1000,1000.0,1000,5,0.0,2356.751857975498,2163.100290544005,1810.064657907933,5,218.02266204580775,4.2208695,-0.03734554,-4.433598,20000,1.124672,1000,1000.0,1000,20,0.0,2020.866685371846,1853.74447368252,1450.6305043771863,20,138.56046998850485,1331.0,158.5726878643036,20000.0,66.0,10478.61361193657,1320000.0,126.12512450514005,1320000.0
3.1829902e-08,2.9817915e-11,925.4928,0.0009197649,2.2482127e-10,0.0064841784,12.028508,16.647612,16.6347,1.5685868,170.735,8.037997,170.85255,1.0,-0.04028111,-1.0,5000,0.8773562,1000,1000.0,1000,5,0.0,2372.8116653691977,2254.461738567997,2106.4206040431745,5,115.71908686297739,4.420533,-0.043025643,-3.7859662,20000,1.127989,1000,1000.0,1000,20,0.0,1996.4019897188991,1810.712547185723,1595.5107196103781,20,144.73970359307555,1351.0,157.988263130188,20000.0,67.0,10636.766048669815,1340000.0,126.59168221578133,1340000.0
3.2966618e-08,3.1440604e-11,896.274,0.0007335161,2.3229237e-10,0.0064366767,11.989324,16.60255,16.589739,1.5670661,171.75363,7.9707313,171.87251,1.0,-0.023788197,-1.0,5000,0.87608314,1000,1000.0,1000,5,0.0,2408.0451500331983,2302.583235579962,2038.06136771827,5,136.90791279068733,4.073164,-0.037557103,-4.06377,20000,1.1344255,1000,1000.0,1000,20,0.0,2009.8042534680571,1775.3391561352073,1511.4373777881265,20,163.54283484882407,1371.0,159.1839816570282,20000.0,68.0,10796.110094547272,1360000.0,125.6407823941183,1360000.0
3.4376548e-08,2.8841922e-11,876.5237,0.00053770735,2.461705e-10,0.006474482,11.95085,16.554476,16.541739,1.5623748,172.93614,7.963499,173.05956,1.0,-0.025389928,-1.0,5000,0.8864375,1000,1000.0,1000,5,0.0,2435.9265528135,2292.0771697610617,2101.18581377808,5,150.17526451554411,4.236189,-0.031491898,-4.735044,20000,1.1258706,1000,1000.0,1000,20,0.0,2047.070700865239,1816.8056439874229,1547.5282962024212,20,169.98176841522036,1391.0,158.54523706436157,20000.0,69.0,10954.822000980377,1380000.0,126.14696203002921,1380000.0
3.656069e-08,2.6425601e-11,866.4995,0.0003615736,2.6605995e-10,0.0065704216,11.917897,16.508272,16.49556,1.5565614,173.99039,7.8688626,174.10606,1.0,-0.027720984,-1.0,5000,0.8826564,1000,1000.0,1000,5,0.0,2411.1830522427335,2241.0656008401884,2089.801913658157,5,130.70397294023178,3.9438038,-0.019940002,-3.9359148,20000,1.1166458,1000,1000.0,1000,20,0.0,2053.4820951484144,1786.5598012240443,506.90919560566545,20,318.70011089112506,1411.0,159.54618525505066,20000.0,70.0,11114.533584833145,1400000.0,125.35555123444652,1400000.0
3.9467896e-08,2.7078867e-11,866.9755,0.00021338511,2.8866431e-10,0.006722419,11.881783,16.46165,16.448938,1.5278199,174.9484,7.7511396,175.0799,1.0,-0.037333913,-1.0,5000,0.9051723,1000,1000.0,1000,5,0.0,2103.836829740554,2023.5796355690807,1993.6464846786112,5,40.65310397492559,4.3699713,-0.026123773,-3.8818183,20000,1.1182457,1000,1000.0,1000,20,0.0,2040.9024867266417,1855.2214436877518,1602.6581479238812,20,129.6711752932369,1431.0,159.02216029167175,20000.0,71.0,11273.719099521637,1420000.0,125.76863478220169,1420000.0
4.2970473e-08,2.5732073e-11,875.2192,0.00020230155,3.1803177e-10,0.006799452,11.844286,16.414425,16.401737,1.5238483,176.11897,7.7029037,176.25081,1.0,-0.018968072,-1.0,5000,0.8781505,1000,1000.0,1000,5,0.0,2456.1291568502784,2265.7861749696544,2001.3828048612922,5,196.76102456297974,4.9440246,-0.023259733,-4.26651,20000,1.1210204,1000,1000.0,1000,20,0.0,2054.41457795701,1833.7996387310268,1387.771466575563,20,202.5140995021125,1451.0,158.98959684371948,20000.0,72.0,11432.871126413345,1440000.0,125.794394080131,1440000.0
4.7212797e-08,2.771099e-11,888.9387,0.00011466257,3.4999142e-10,0.0069968477,11.810167,16.373137,16.360529,1.5309763,177.27306,8.25975,177.39035,1.0,-0.03286394,-1.0,5000,0.88028413,1000,1000.0,1000,5,0.0,2400.575454976104,1783.6555018991553,535.3339423146099,5,647.8310923770755,4.2630653,-0.021793569,-4.025213,20000,1.1073649,1000,1000.0,1000,20,0.0,2115.509412739426,1895.6818149562575,1522.263214411214,20,168.77431332130203,1471.0,157.93866991996765,20000.0,73.0,11590.97435426712,1460000.0,126.63143237900263,1460000.0
5.21218e-08,2.6894969e-11,906.0613,2.8101611e-05,3.900794e-10,0.007220388,11.775792,16.32814,16.315638,1.5254338,178.4431,7.703993,178.56693,1.0,-0.024713168,-1.0,5000,0.8647477,1000,1000.0,1000,5,0.0,2463.06495253928,2251.6503606754586,2094.43403458409,5,165.44499711755583,3.9739923,-0.019472646,-4.2645288,20000,1.1108854,1000,1000.0,1000,20,0.0,2095.9313558624126,1877.7460456418253,1635.1691385824233,20,143.58590470994383,1491.0,158.96681666374207,20000.0,74.0,11750.104415416718,1480000.0,125.81242060288233,1480000.0
5.919779e-08,2.3618638e-11,924.4875,-3.1338495e-05,4.4996368e-10,0.0074272384,11.740374,16.28075,16.268167,1.5107684,179.52234,7.6820025,179.65546,1.0,-0.02210954,-1.0,5000,0.8721969,1000,1000.0,1000,5,0.0,2509.31089078635,2286.60515637286,2076.922243665904,5,169.90868881791533,4.041891,-0.013340874,-4.2611804,20000,1.102706,1000,1000.0,1000,20,0.0,2094.9604736333713,1917.445914238393,1644.559488398023,20,164.70047407995122,1511.0,158.4513397216797,20000.0,75.0,11908.805844306946,1500000.0,126.22171598630891,1500000.0
6.678317e-08,2.9306904e-11,942.697,-0.00010368224,5.049585e-10,0.007645258,11.706601,16.24157,16.22898,1.5036532,180.4675,7.665417,180.60695,1.0,-0.021856034,-1.0,5000,0.86206174,1000,1000.0,1000,5,0.0,2438.5547970940825,2258.7580303625436,2113.6206424832344,5,134.48363748531517,4.7394533,-0.0010632416,-4.0514517,20000,1.1128455,1000,1000.0,1000,20,0.0,2100.4176189638674,1799.0572144620642,1078.1706951351553,20,225.6371442127985,1531.0,159.363609790802,20000.0,76.0,12068.333085536957,1520000.0,125.49916525017332,1520000.0
6.968381e-08,3.2633413e-11,959.5201,-0.00012933227,5.248371e-10,0.0078054923,11.6802845,16.201193,16.188612,1.499096,181.22713,7.6733265,181.37306,1.0,-0.03654032,-1.0,5000,0.8769193,1000,1000.0,1000,5,0.0,2503.389780972153,2187.0598031133413,2079.568650022149,5,158.89551554943907,4.570464,-0.0043925974,-4.577357,20000,1.1022006,1000,1000.0,1000,20,0.0,2089.725688001141,1922.1211258691415,1665.5339772477746,20,150.76312736087834,1551.0,158.39568972587585,20000.0,77.0,12226.890108346939,1540000.0,126.26606212967395,1540000.0
7.490372e-08,2.9521403e-11,976.503,-0.00017648375,5.697083e-10,0.007988508,11.653935,16.165369,16.152842,1.4995686,182.25078,7.6943016,182.39354,1.0,-0.006171837,-1.0,5000,0.8644812,1000,1000.0,1000,5,0.0,2548.3864103916567,2267.040740010445,2049.5393177664373,5,214.48248363690664,4.38701,0.0041260202,-4.293756,20000,1.1090024,1000,1000.0,1000,20,0.0,2121.1489200517535,1865.3480678050546,1552.7309524193406,20,193.02011016082866,1571.0,158.6371874809265,20000.0,78.0,12385.695328950882,1560000.0,126.07384382936483,1560000.0
7.66365e-08,4.0439613e-11,993.9742,-0.00024819156,5.726524e-10,0.008199986,11.625414,16.128174,16.115772,1.4929842,183.21857,7.672193,183.36404,1.0,-0.005649298,-1.0,5000,0.8486118,1000,1000.0,1000,5,0.0,2520.8397661969066,2369.920402091183,2111.3440402038395,5,185.1688075586355,4.248869,0.0072341682,-4.0402303,20000,1.1041492,1000,1000.0,1000,20,0.0,2128.12346613314,1849.6012736988255,1607.7757589872926,20,158.51430524539225,1591.0,158.93485164642334,20000.0,79.0,12544.793346881866,1580000.0,125.83772402854272,1580000.0
7.499238e-08,2.997339e-11,1009.443,-0.00027021574,5.699657e-10,0.00834576,11.593513,16.0885,16.07598,1.4939032,184.14635,7.70446,184.29074,1.0,-0.0036080882,-1.0,5000,0.8575936,1000,1000.0,1000,5,0.0,2529.3455297090113,2238.1333224011587,1959.8791256751865,5,232.2329569134345,3.892155,0.01972214,-3.8757124,20000,1.1134348,1000,1000.0,1000,20,0.0,2116.2305546589196,1830.0297631247256,1612.8562318230397,20,162.37172633286215,1611.0,157.94087171554565,20000.0,80.0,12702.899346590042,1600000.0,126.62966705679806,1600000.0
7.840464e-08,2.8952805e-11,1023.1829,-0.00026388964,5.9828437e-10,0.008449353,11.565213,16.053076,16.040512,1.4985423,184.90741,7.8070483,185.05867,1.0,0.012290514,-1.0,5000,0.8210918,1000,1000.0,1000,5,0.0,2598.934346067719,2526.6193256384695,2331.835507114418,5,100.908515978104,3.9909232,0.0017396841,-3.8212128,20000,1.0995736,1000,1000.0,1000,20,0.0,2109.3462728841696,1899.1763494611369,1672.5690694060177,20,153.53512157922978,1631.0,158.62463474273682,20000.0,81.0,12861.691836118698,1620000.0,126.08382066528775,1620000.0
8.0984734e-08,2.0709321e-11,1034.9788,-0.00019724212,6.2716854e-10,0.008477074,11.539247,16.015493,16.002869,1.4914743,185.8346,7.802028,185.98427,1.0,0.0011273205,-1.0,5000,0.83229846,1000,1000.0,1000,5,0.0,2602.810235409066,2468.717177211586,2050.3157502263784,5,210.07544652565093,4.4590645,0.010647681,-4.067186,20000,1.0992349,1000,1000.0,1000,20,0.0,2131.7570091281086,1907.5399437981891,1676.7497349902987,20,150.52063316891318,1651.0,158.3149185180664,20000.0,82.0,13020.207575559616,1640000.0,126.33048222627018,1640000.0
9.363918e-08,8.470502e-12,1044.2458,-0.00026755847,7.406431e-10,0.008621524,11.518695,15.983707,15.971128,1.5037394,186.65959,7.809973,186.80415,1.0,0.015426215,-1.0,5000,0.8369887,1000,1000.0,1000,5,0.0,2585.659970236011,2462.185613361094,2103.245557822287,5,184.93232962474778,4.6848927,0.028101074,-3.7607994,20000,1.08936,1000,1000.0,1000,20,0.0,2148.805123295635,1855.3643802898237,397.3941117543727,20,368.39263848641576,1671.0,158.68774509429932,20000.0,83.0,13179.061526060104,1660000.0,126.03367694282322,1660000.0
1.3707874e-07,-3.7466565e-11,1053.6599,-0.00027476787,1.1340966e-09,0.008704047,11.492829,15.949292,15.936597,1.5046942,187.5037,7.768059,187.64935,1.0,0.018793378,-1.0,5000,0.8360319,1000,1000.0,1000,5,0.0,2609.6924373805523,2510.2929786257446,2160.9743783026934,5,175.15223711656765,3.902823,0.008301692,-4.186134,20000,1.0953097,1000,1000.0,1000,20,0.0,2140.3521912749857,1956.4992501033048,1731.6407357230783,20,135.48443785674513,1691.0,158.26914954185486,20000.0,84.0,13337.50277209282,1680000.0,126.36701503669183,1680000.0
0.0011557974,-3.2303848e-07,1067.2896,-0.00039303175,9.569419e-06,0.008931348,11.469492,15.918025,15.905231,1.4975307,188.19121,7.777907,188.33888,1.0,0.026367107,-1.0,5000,0.8436062,1000,1000.0,1000,5,0.0,2622.8589154034853,2398.074727214943,2042.5828695502132,5,247.23877482364173,4.3114395,0.009684315,-4.620489,20000,1.0915054,1000,1000.0,1000,20,0.0,2155.9013340622187,1956.2817627823533,1747.7263371607987,20,150.12259480643533,1711.0,158.23120260238647,20000.0,85.0,13495.896566867828,1700000.0,126.39732032029917,1700000.0
2.371573,-0.012207917,1094.5905,-0.001589605,0.031180505,0.010346328,11.452622,15.888658,15.875728,1.4999418,188.98483,7.776963,189.13681,1.0,0.03971,-1.0,5000,0.8320842,1000,1000.0,1000,5,0.0,2645.003244329244,2512.490057040751,2144.3598975986242,5,185.36399061761048,4.2652707,0.008530788,-4.0488987,20000,1.0951917,1000,1000.0,1000,20,0.0,2136.7126691415906,1902.8893109335368,1610.8426919961348,20,153.86781263277538,1731.0,158.4334053993225,20000.0,86.0,13654.501727342606,1720000.0,126.23600401437514,1720000.0
9.183846,-0.03850824,1153.2732,-0.0026803745,0.111979,0.011906561,11.420011,15.852088,15.839293,1.5015737,189.4298,7.8185906,189.60017,1.0,0.04335559,-1.0,5000,0.8554448,1000,1000.0,1000,5,0.0,2601.964869413525,2347.0024293971715,2157.4268633024767,5,180.91888313613114,4.239012,0.016524412,-4.3834605,20000,1.0981141,1000,1000.0,1000,20,0.0,2176.6513501130976,1905.9648514100595,1671.2111944518983,20,182.10747978262938,1751.0,158.2129647731781,20000.0,87.0,13812.883478403091,1740000.0,126.4118906353407,1740000.0
14.890145,-0.04845535,1217.9791,-0.0031145574,0.16757652,0.012858389,11.396708,15.819213,15.806472,1.4977139,189.89438,7.8805103,190.07947,1.0,0.030706167,-1.0,5000,0.8467925,1000,1000.0,1000,5,0.0,2635.6695321742445,2445.344207073562,2154.2770449826494,5,198.83820491404612,4.6323943,0.018167086,-4.5355883,20000,1.0987207,1000,1000.0,1000,20,0.0,2201.7318759448826,1894.7452864491847,1524.578606029041,20,178.42288190380145,1771.0,158.38315844535828,20000.0,88.0,13971.429113864899,1760000.0,126.2760523045128,1760000.0
19.038263,-0.03840834,1284.472,-0.003396511,0.19071446,0.013672287,11.368922,15.786676,15.774159,1.5043797,190.34337,7.9103236,190.54565,1.0,0.038608793,-1.0,5000,0.85221875,1000,1000.0,1000,5,0.0,2612.578959532082,2370.779170979839,2209.8794951550663,5,164.29796898006035,4.219226,0.0035021268,-4.337453,20000,1.08009,1000,1000.0,1000,20,0.0,2152.0921404152177,1998.533402994508,1740.9783663491253,20,131.9817061428254,1791.0,158.18966221809387,20000.0,89.0,14129.790072917938,1780000.0,126.43051208002632,1780000.0
21.684822,-0.026375843,1349.9333,-0.0035804962,0.19985445,0.014379963,11.346577,15.756182,15.743666,1.5191631,190.91666,8.047242,191.12454,1.0,0.016953414,-1.0,5000,0.84391093,1000,1000.0,1000,5,0.0,2625.501721168992,2271.605493440504,1941.9328900780529,5,271.1386539692481,4.4280367,0.0068364227,-4.236779,20000,1.095896,1000,1000.0,1000,20,0.0,2128.1224880144,1902.5374923349402,1512.5174429819454,20,149.67312250599633,1811.0,157.99189615249634,20000.0,90.0,14287.945136547089,1800000.0,126.5887712411254,1800000.0
23.35789,-0.014783496,1419.5908,-0.0036973304,0.20164663,0.0150540555,11.332158,15.731361,15.71897,1.5302738,191.46225,8.112475,191.67757,1.0,0.027154902,-1.0,4122,0.84283006,1000,824.4,122,5,351.2,2575.443153783679,1982.0469632989727,61.131324260961264,5,971.763948087071,4.2636757,0.009322675,-3.9156966,20000,1.0880932,1000,1000.0,1000,20,0.0,2140.0250242203474,1926.595635961095,1591.7946014143527,20,164.05394480962315,1831.0,156.78009581565857,20000.0,91.0,14444.89512348175,1820000.0,127.56721378405025,1820000.0
24.075497,-0.0028016327,1486.1956,-0.0037599334,0.19540562,0.015649496,11.314732,15.708299,15.696155,1.5208684,191.83092,8.098339,192.0649,1.0,-0.010245305,-1.0,5000,0.8436115,1000,1000.0,1000,5,0.0,2564.9281897693872,2191.168011002056,2035.2026785789058,5,192.0667626742019,4.3677387,0.025974838,-4.146487,20000,1.0804012,1000,1000.0,1000,20,0.0,2212.967323116027,1900.7044858252514,384.6587337888777,20,392.8213371530398,1851.0,158.3876667022705,20000.0,92.0,14603.52914762497,1840000.0,126.27245805442058,1840000.0
